5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -6.0}, {'J01': 3}, {'J01': 6}, 
25.0, {'J01': -8.0}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -9.0}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
50.0, {'J01': -10.0}, {'J01': 4}, {'J01': 10}, 
55.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
60.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
65.0, {'J01': -16.0}, {'J01': 4}, {'J01': 16}, 
70.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
75.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
85.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
90.0, {'J01': -16.0}, {'J01': 4}, {'J01': 16}, 
95.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
100.0, {'J01': -23.0}, {'J01': 4}, {'J01': 23}, 
105.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
110.0, {'J01': -26.0}, {'J01': 5}, {'J01': 26}, 
115.0, {'J01': -22.0}, {'J01': 6}, {'J01': 22}, 
120.0, {'J01': -28.0}, {'J01': 7}, {'J01': 28}, 
125.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
130.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
135.0, {'J01': -41.0}, {'J01': 8}, {'J01': 41}, 
140.0, {'J01': -43.0}, {'J01': 8}, {'J01': 43}, 
145.0, {'J01': -39.0}, {'J01': 7}, {'J01': 39}, 
150.0, {'J01': -38.0}, {'J01': 7}, {'J01': 38}, 
155.0, {'J01': -32.0}, {'J01': 6}, {'J01': 32}, 
160.0, {'J01': -30.0}, {'J01': 5}, {'J01': 30}, 
165.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
170.0, {'J01': -25.0}, {'J01': 4}, {'J01': 25}, 
175.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
180.0, {'J01': -18.0}, {'J01': 3}, {'J01': 18}, 
185.0, {'J01': -30.0}, {'J01': 4}, {'J01': 30}, 
190.0, {'J01': -33.0}, {'J01': 7}, {'J01': 33}, 
195.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
200.0, {'J01': -36.0}, {'J01': 8}, {'J01': 36}, 
205.0, {'J01': -35.0}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -39.0}, {'J01': 8}, {'J01': 39}, 
