5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
25.0, {'J01': -7.0}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -8.0}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -10.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -10.0}, {'J01': 4}, {'J01': 9}, 
45.0, {'J01': -11.0}, {'J01': 4}, {'J01': 11}, 
50.0, {'J01': -13.0}, {'J01': 4}, {'J01': 13}, 
55.0, {'J01': -18.0}, {'J01': 4}, {'J01': 18}, 
60.0, {'J01': -13.0}, {'J01': 4}, {'J01': 12}, 
65.0, {'J01': -17.0}, {'J01': 4}, {'J01': 16}, 
70.0, {'J01': -14.0}, {'J01': 4}, {'J01': 14}, 
75.0, {'J01': -17.0}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -15.0}, {'J01': 4}, {'J01': 15}, 
85.0, {'J01': -20.0}, {'J01': 4}, {'J01': 19}, 
90.0, {'J01': -18.0}, {'J01': 4}, {'J01': 16}, 
95.0, {'J01': -26.0}, {'J01': 4}, {'J01': 23}, 
100.0, {'J01': -19.0}, {'J01': 4}, {'J01': 18}, 
105.0, {'J01': -24.0}, {'J01': 4}, {'J01': 23}, 
110.0, {'J01': -19.0}, {'J01': 4}, {'J01': 19}, 
115.0, {'J01': -22.0}, {'J01': 4}, {'J01': 22}, 
120.0, {'J01': -20.0}, {'J01': 4}, {'J01': 19}, 
125.0, {'J01': -26.0}, {'J01': 5}, {'J01': 24}, 
130.0, {'J01': -23.0}, {'J01': 5}, {'J01': 21}, 
135.0, {'J01': -26.0}, {'J01': 5}, {'J01': 24}, 
140.0, {'J01': -27.0}, {'J01': 5}, {'J01': 25}, 
145.0, {'J01': -28.0}, {'J01': 3}, {'J01': 27}, 
150.0, {'J01': -25.0}, {'J01': 4}, {'J01': 24}, 
155.0, {'J01': -28.0}, {'J01': 4}, {'J01': 26}, 
160.0, {'J01': -37.0}, {'J01': 5}, {'J01': 36}, 
165.0, {'J01': -42.0}, {'J01': 8}, {'J01': 41}, 
170.0, {'J01': -39.0}, {'J01': 6}, {'J01': 38}, 
175.0, {'J01': -41.0}, {'J01': 6}, {'J01': 38}, 
180.0, {'J01': -40.0}, {'J01': 6}, {'J01': 35}, 
185.0, {'J01': -42.0}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': -47.0}, {'J01': 8}, {'J01': 44}, 
195.0, {'J01': -44.0}, {'J01': 8}, {'J01': 41}, 
200.0, {'J01': -36.0}, {'J01': 6}, {'J01': 33}, 
205.0, {'J01': -34.0}, {'J01': 6}, {'J01': 32}, 
210.0, {'J01': -24.0}, {'J01': 5}, {'J01': 24}, 
