5.0, {'J8': 0}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': 0}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': -1}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': -2}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': -3}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': -6}, {'J8': 2}, {'J8': 6}, 
35.0, {'J8': -8}, {'J8': 4}, {'J8': 8}, 
40.0, {'J8': -10}, {'J8': 4}, {'J8': 10}, 
45.0, {'J8': -13}, {'J8': 5}, {'J8': 13}, 
50.0, {'J8': -16}, {'J8': 7}, {'J8': 16}, 
55.0, {'J8': -17}, {'J8': 7}, {'J8': 17}, 
60.0, {'J8': -20}, {'J8': 8}, {'J8': 20}, 
65.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
70.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
75.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
80.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
85.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
90.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
95.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
100.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
105.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
110.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
115.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
120.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
125.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
130.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
135.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
140.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
145.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
150.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
155.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
160.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
165.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
170.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
175.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
180.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
185.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
190.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
195.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
200.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
205.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
210.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
215.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
220.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
225.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
230.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
235.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
240.0, {'J8': -22}, {'J8': 7}, {'J8': 22}, 
245.0, {'J8': -19}, {'J8': 6}, {'J8': 19}, 
250.0, {'J8': -20}, {'J8': 6}, {'J8': 20}, 
255.0, {'J8': -20}, {'J8': 7}, {'J8': 20}, 
260.0, {'J8': -22}, {'J8': 8}, {'J8': 22}, 
265.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
270.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
275.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
280.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
285.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
290.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
295.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
300.0, {'J8': -24}, {'J8': 8}, {'J8': 24}, 
305.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
310.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
315.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
320.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
325.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
330.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
335.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
340.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
345.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
350.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
355.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
360.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
365.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
370.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
375.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
380.0, {'J8': -23}, {'J8': 8}, {'J8': 23}, 
385.0, {'J8': -22}, {'J8': 7}, {'J8': 22}, 
390.0, {'J8': -19}, {'J8': 6}, {'J8': 19}, 
